Treename,Representative,Genus,New_genus,Species,Variety,Culture,Habitat,Salinity,growth,Reference,Reproduction,Motility,Reproduction_Motility,Informal_name,Symmetry,algaebase,Clade,Clade_diversity
surirella_cfovalis_m1,,surirella,surirella,cfovalis,,m1,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_cfpinnata_34c,,surirella,surirella,cfpinnata,,34c,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_cftennuissima_swampe,,surirella,iconella,cftennuissima,,swampe,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_costata_lo5,,surirella,iconella,costata,,lo5,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_fastuosa_var_cuneata_p472,,surirella,campylodiscus,fastuosa,cuneata,p472,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_febigerii_secsur1,,surirella,petrodictyon,febigerii,,secsur1,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_guatemalensis_3638s150,,surirella,iconella,guatemalensis,,3638s150,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_helissella_lo120,,surirella,iconella,helissella,,lo120,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_iconella_lo159,yes,surirella,iconella,iconella,,lo159,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_linearis_var_helvetica_eo9082,,surirella,iconella,linearis,helvetica,eo9082,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_lineopunctata_lo246,,surirella,iconella,lineopunctata,,lo246,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_minuta_jgoh5,,surirella,surirella,minuta,,jgoh5,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_minuta_utexfd320,,surirella,surirella,minuta,,utexfd320,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_ovalis_l1230,,surirella,surirella,ovalis,,l1230,benthos,ambiguous,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_ovatavarapiculata_l295,,surirella,surirella,ovatavarapiculata,,l295,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sella_nepcc8562,,surirella,surirella,sella,,nepcc8562,benthos,ambiguous,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_13vi082c-gcct22,,surirella,campylodiscus,sp,,13vi082c-gcct22,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_16vi081csp,,surirella,campylodiscus,sp,,16vi081csp,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_182,,surirella,surirella,sp,,182,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_1vii045,,surirella,iconella,sp,,1vii045,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_27g,,surirella,surirella,sp,,27g,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_36126200,,surirella,campylodiscus,sp,,36126200,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_3796s12h200,,surirella,iconella,sp,,3796s12h200,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_ccap10711,,surirella,campylodiscus,sp,,ccap10711,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_da1,,surirella,campylodiscus,sp,,da1,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_eo9022,,surirella,iconella,sp,,eo9022,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_eo9034,,surirella,iconella,sp,,eo9034,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_eo9225,,surirella,iconella,sp,,eo9225,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_eo9241,,surirella,iconella,sp,,eo9241,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_eo9415,,surirella,iconella,sp,,eo9415,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_gcct1,,surirella,campylodiscus,sp,,gcct1,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_gcct35,,surirella,campylodiscus,sp,,gcct35,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_gcct36,,surirella,campylodiscus,sp,,gcct36,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_gcct43,,surirella,campylodiscus,sp,,gcct43,benthos,marine,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_lo289,,surirella,iconella,sp,,lo289,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_lo299,,surirella,iconella,sp,,lo299,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_ls1,,surirella,surirella,sp,,ls1,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_ls2,,surirella,iconella,sp,,ls2,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_mac622,,surirella,surirella,sp,,mac622,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_n0943sr18,,surirella,iconella,sp,,n0943sr18,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_nor1sr1c,,surirella,iconella,sp,,nor1sr1c,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_pspsrb1,,surirella,iconella,sp,,pspsrb1,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_pspsrn6,,surirella,iconella,sp,,pspsrn6,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_rp1,,surirella,iconella,sp,,rp1,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_sp_s30c,,surirella,iconella,sp,,s30c,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_spheteropolar_b495,,surirella,iconella,spheteropolar,,b495,benthos,freshwater,solitary,Ruck et al. Submitted,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_spiralis_lo412,,surirella,iconella,spiralis,,lo412,benthos,freshwater,solitary,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_splendida_nor1sr2a,,surirella,iconella,splendida,,nor1sr2a,benthos,freshwater,solitary,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_striatula_l1064,yes,surirella,surirella,striatula,,l1064,benthos,ambiguous,solitary,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
surirella_tenera_27c,,surirella,iconella,tenera,,27c,benthos,freshwater,solitary,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,258,surirelloid,393
synedra_angustissima_d16,,synedra,synedra,angustissima,,d16,benthos,ambiguous,colonial,algaebase,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,80,fragilarioid,305
synedra_berolinensis_l1722,,staurosira,staurosira,berolinensis,,l1722,plankton,freshwater,colonial,Williams 2012,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,37,staurosiroid,399
synedra_fragilaroides_ccmp844,,hyalosynedra,synedra,fragilaroides,,ccmp844,benthos,marine,colonial,Kooistra et al. 2008,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,3,thalassionemoid,98
synedra_hyperborea_hk117,,synedra,synedra,hyperborea,,hk117,ambiguous,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,80,fragilarioid,305
synedra_minuscula_ccmp845,,synedra,synedra,minuscula,,ccmp845,benthos,freshwater,colonial,Kooistra et al. 2008,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,80,fragilarioid,305
synedra_rumpens_utexlbfd251,,synedra,synedra,rumpens,,utexlbfd251,plankton,freshwater,colonial,Tuji and Williams 2006,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,80,fragilarioid,305
synedra_sp__can93622,,synedra,synedra,sp,,can93622,benthos,freshwater,colonial,Hamilton et al. 2015,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,80,fragilarioid,305
synedra_sp_p517_p517,,synedra,synedra,sp,,p517,benthos,marine,?,Kooistra et al. 2008,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,80,fragilarioid,305
synedra_toxoneides_wk57,,hyalosynedra,hyalosynedra,toxoneides,,wk57,benthos,marine,colonial,Kooistra et al. 2008,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,3,thalassionemoid,98
synedra_ulna_hk075,yes,synedra,synedra,ulna,,hk075,benthos,freshwater,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,80,fragilarioid,305
synedropsis_cf_hk110,,synedropsis,synedropsis,cf,recta,ccmp1620,ambiguous,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,11,fragilarioid,305
synedropsis_cf_recta_ccmp1620,,synedropsis,synedropsis,cf,,hk110,ambiguous,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,11,fragilarioid,305
synedropsis_hyperboreoides_wk18,yes,synedropsis,synedropsis,hyperboreoides,,wk18,ambiguous,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,11,fragilarioid,305
synedropsis_sp_ccmp2747_ccmp2747_a11138,,synedropsis,synedropsis,sp,,ccmp2747,ambiguous,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,11,fragilarioid,305
tabellaria_flocculosa_hk065,yes,tabellaria,tabellaria,flocculosa,,hk065,plankton,freshwater,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,13,diatomoid,84
tabularia_cf_tabulata_hk109,yes,tabularia,tabularia,cf,tabulata,hk109,benthos,ambiguous,ambiguous,Round et al. 1990; Algaebase,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,fragilarioid,305
tabularia_fasciculata_ikmta12,,tabularia,tabularia,fasciculata,,ikmta12,benthos,marine,ambiguous,Round et al. 1990; Algaebase,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,fragilarioid,305
tabularia_fasciculata_ikmta8,,tabularia,tabularia,fasciculata,,ikmta8,benthos,marine,ambiguous,Round et al. 1990; Algaebase,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,fragilarioid,305
tabularia_laevis_s0021,,tabularia,tabularia,laevis,,s0021,benthos,ambiguous,ambiguous,Round et al. 1990; Algaebase,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,fragilarioid,305
talaroneis_posidoniae_wk59,yes,talaroneis,talaroneis,posidoniae,,wk59,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,3,plagiogrammoid,104
tenuicylindrus_belgicus_sznb739,yes,tenuicylindrus,tenuicylindrus,belgicus,,sznb739,plankton,marine,colonial,Nanjappa et al. 2013,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,1,leptocylindroid,9
tenuicylindrus_sp_lg2015,,tenuicylindrus,tenuicylindrus,sp,,lg2015,plankton,marine,colonial,Nanjappa et al. 2013,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,1,leptocylindroid,9
terpsinoe_americana_hk415,,americana,americana,americana,,hk415,benthos,marine,colonial,Ashworth,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,1,biddulphioid,62
terpsinoe_musica_hk273,yes,terpsinoe,terpsinoe,musica,,hk273,benthos,ambiguous,colonial,westerndiatoms.colorado.edu,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,9,chaetoceroid,302
tetracyclus_sp_hk416,yes,tetracyclus,tetracyclus,sp,,hk416,benthos,freshwater,colonial,westerndiatoms.colorado.edu,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,31,diatomoid,84
thalassionema_bacillare_wk54,,thalassionema,thalassionema,bacillare,,wk54,plankton,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,thalassionemoid,98
thalassionema_frauenfeldii_hk360,yes,thalassionema,thalassionema,frauenfeldii,,hk360,plankton,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,thalassionemoid,98
thalassionema_frauenfeldii_hk372,,thalassionema,thalassionema,frauenfeldii,,hk372,plankton,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,thalassionemoid,98
thalassionema_nitzschioides_ccap10841,,thalassionema,thalassionema,nitzschioides,,ccap10841,plankton,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,thalassionemoid,98
thalassionema_pseudonitzschioides_ecs01,,thalassionema,thalassionema,pseudonitzschioides,,ecs01,plankton,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,thalassionemoid,98
thalassionema_sp_ecs_st92_ecsst92,,thalassionema,thalassionema,sp,,ecsst92,plankton,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,thalassionemoid,98
thalassionema_sp_ecs_st93_ecsst93,,thalassionema,thalassionema,sp,,ecsst93,plankton,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,thalassionemoid,98
thalassionema_sp_ecs_st95_ecsst95,,thalassionema,thalassionema,sp,,ecsst95,plankton,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,thalassionemoid,98
thalassionema_sp_hk361,,thalassionema,thalassionema,sp,,hk361,plankton,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,10,thalassionemoid,98
thalassiophysa_hyalina_4vi081ct,yes,thalassiophysa,thalassiophysa,hyalina,,4vi081ct,benthos,marine,solitary,,Isogamous,Sessile,Isogamous_Sessile,Raphid,Pennate,1,surirelloid,393
thalassiosira_aestivalis_ccmp976,,thalassiosira,thalassiosira,aestivalis,,ccmp976,plankton,marine,colonial,Hasle 1978,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_aff_antarctica_ccap10859,,thalassiosira,thalassiosira,aff,antarctica,ccap10859,plankton,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_allenii,,thalassiosira,thalassiosira,allenii,,,plankton,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_angulata_ben0235,,thalassiosira,thalassiosira,angulata,,ben0235,plankton,marine,colonial,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_angustelineata_ben0230,,thalassiosira,thalassiosira,angustelineata,,ben0230,plankton,marine,colonial,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_antarctica_ccmp982,,thalassiosira,thalassiosira,antarctica,,ccmp982,plankton,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_baltica_wvsum54,,thalassiosira,thalassiosira,baltica,,wvsum54,plankton,ambiguous,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_bioculatus_var_exiguus_wvond21,,thalassiosira,thalassiosira,bioculata,exigua,wvond21,plankton,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_concaviuscula_typestrainmhtc1,,thalassiosira,thalassiosira,concaviuscula,,typestrainmhtc1,plankton,marine,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_conferta_kmccb020,,thalassiosira,thalassiosira,conferta,,kmccb020,plankton,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_curviseriata,,thalassiosira,thalassiosira,curviseriata,,,plankton,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_decipiens_unbfp11d1,,thalassiosira,thalassiosira,decipiens,,unbfp11d1,plankton,marine,colonial,Hasle 1979,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_delicata_unbfp20c2,,thalassiosira,thalassiosira,delicata,,unbfp20c2,plankton,marine,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_delicatula_typestrainmhtd1,,thalassiosira,thalassiosira,delicatula,,typestrainmhtd1,plankton,marine,colonial,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_eccentrica_ber0209,,thalassiosira,thalassiosira,eccentrica,,ber0209,plankton,marine,ambiguous,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_gessneri_an0208,,thalassiosira,thalassiosira,gessneri,,an0208,plankton,ambiguous,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_hendeyi_typestrainmhth1,,thalassiosira,thalassiosira,hendeyi,,typestrainmhth1,plankton,marine,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_hyalina_art58,,thalassiosira,thalassiosira,hyalina,,art58,plankton,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_lundiana,,thalassiosira,thalassiosira,lundiana,,,plankton,marine,colonial,Fryxell 1975 dissertation,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_mala,,thalassiosira,thalassiosira,mala,,,plankton,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_mediterranea_cs16,,thalassiosira,thalassiosira,mediterranea,,cs16,plankton,marine,colonial,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_minima_ccmp990,,thalassiosira,thalassiosira,minima,,ccmp990,plankton,marine,colonial,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_minuscula_ccmp1093,,thalassiosira,thalassiosira,minuscula,,ccmp1093,plankton,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_nodulolineata_ben0233,,thalassiosira,thalassiosira,nodulolineata,,ben0233,plankton,marine,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_nordenskioeldii_fb0219,yes,thalassiosira,thalassiosira,nordenskioeldii,,fb0219,plankton,marine,colonial,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_oceanica_ccmp1001,,thalassiosira,thalassiosira,oceanica,,ccmp1001,plankton,marine,colonial,Fryxell et al. 1984,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
thalassiosira_pacifica_fb0235,,thalassiosira,thalassiosira,pacifica,,fb0235,plankton,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,178,thalassiosiroid,580
