Treename,Representative,Genus,New_genus,Species,Variety,Culture,Habitat,Salinity,growth,Reference,Reproduction,Motility,Reproduction_Motility,Informal_name,Symmetry,algaebase,Clade,Clade_diversity
leptocylindrus_sp_hk238,,leptocylindrus,leptocylindrus,sp,,hk238,plankton,marine,colonial,Nanjappa et al. 2013,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,8,leptocylindroid,9
leyanella_arenaria_hk045,yes,leyanella,leyanella,arenaria,,hk045,benthos,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,1,cymatosiroid,32
licmophora_abbreviata,,licmophora,licmophora,abbreviata,,,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_aff_ehrenbergii_hk420,,licmophora,licmophora,aff,ehrenbergii,hk420,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_communis,,licmophora,licmophora,communis,,,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_flabellata,,licmophora,licmophora,flabellata,,,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_flucticulata_rf5,,licmophora,licmophora,flucticulata,,rf5,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_gracilis,,licmophora,licmophora,gracilis,,,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_grandis_hk366,,licmophora,licmophora,grandis,,hk366,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_normaniana_hk403,,licmophora,licmophora,normaniana,,hk403,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_paradoxa_hk106,yes,licmophora,licmophora,paradoxa,,hk106,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_remulus_hk302,,licmophora,licmophora,remulus,,hk302,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_sp_hk365,,licmophora,licmophora,sp,,hk365,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmophora_sp_hk422,,licmophora,licmophora,sp,,hk422,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,55,licmophoroid,60
licmosphenia_peragallioides_hk364,yes,licmosphenia,licmosphenia,peragallioides,,hk364,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,1,licmophoroid,60
lindavia_bodanica_j981,yes,lindavia,lindavia,bodanica,,j981,plankton,freshwater,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,79,thalassiosiroid,580
lindavia_cf_comensis_ccnyh,,lindavia,lindavia,cf,comensis,ccnyh,plankton,freshwater,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,79,thalassiosiroid,580
lindavia_costei_tcc353,,lindavia,lindavia,costei,,tcc353,plankton,freshwater,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,79,thalassiosiroid,580
lindavia_ocellata_lb8,,lindavia,lindavia,ocellata,,lb8,plankton,freshwater,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,79,thalassiosiroid,580
lithodesmioides_polymorpha_hk211,yes,lithodesmioides,lithodesmioides,polymorpha,,hk211,plankton,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,2,lithodesmioid,22
lithodesmium_intricatum_hk253,,lithodesmium,lithodesmium,intricatum,,hk253,plankton,marine,ambiguous,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,10,lithodesmioid,22
lithodesmium_undulatum_hk029,yes,lithodesmium,lithodesmium,undulatum,,hk029,plankton,marine,ambiguous,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,10,lithodesmioid,22
lithodesmium_variabile_30,,lithodesmium,lithodesmium,variabile,,30,plankton,marine,ambiguous,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,10,lithodesmioid,22
lucanicum_concatenatum_hk378,yes,lucanicum,lucanicum,concatenatum,,hk378,benthos,marine,colonial,Lobban and Ashworth 2014a,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,1,cyclophoroid,12
luticola_goeppertiana_at104gel12a,yes,luticola,luticola,goeppertiana,,at104gel12a,benthos,freshwater,solitary,westerndiatoms.colorado.edu,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,208,neidioid,412
luticola_permuticopsis_ant002_a01,,luticola,luticola,permuticopsis,,ant_001_a01,benthos,freshwater,solitary,westerndiatoms.colorado.edu,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,208,neidioid,412
luticola_sp_lfs2014_ant002_flc01,,luticola,luticola,sp,,ant002_flc01,benthos,freshwater,solitary,westerndiatoms.colorado.edu,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,208,neidioid,412
luticola_sparsipunctata_d06029_b400040839,,luticola,luticola,sparsipunctata,,d06029,benthos,freshwater,solitary,westerndiatoms.colorado.edu,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,208,neidioid,412
lyrella_atlantica_pet4_e3467,yes,lyrella,lyrella,atlantica,,pet4_e3467,benthos,marine,solitary,Round et al. 1990,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,77,lyrelloid,120
lyrella_hennedyi_pet12_e3462,,lyrella,lyrella,hennedyi,,pet12_e3462,benthos,marine,solitary,Round et al. 1990,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,77,lyrelloid,120
mastodiscus_radiatus_hk249,yes,mastodiscus,mastodiscus,radiatus,,hk249,benthos,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,1,eupodiscoid,164
mastogloia_sp_hk136,yes,mastogloia,mastogloia,sp,,hk136,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,253,mastogloioid,253
mastogloia_sp_hk314,,mastogloia,mastogloia,sp,,hk314,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,253,mastogloioid,253
mayamaea_atomus_at115gel07,yes,mayamaea,mayamaea,atomus,,at115gel07,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,26,pinnularioid,982
mayamaea_fossalis_var_fossalis_tcc366,,mayamaea,mayamaea,fossalis,fossalis,tcc366,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,26,pinnularioid,982
mayamaea_permitis_at101gel04,,mayamaea,mayamaea,permitis,,at101gel04,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,26,pinnularioid,982
mayamaea_terrestris_d27006_b400040841,,mayamaea,mayamaea,terrestris,,d27006,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,26,pinnularioid,982
mediopyxis_helysia,yes,mediopyxis,mediopyxis,helysia,,,plankton,marine,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,1,lithodesmioid,22
melosira_arctica_ma11,,melosira,melosira,arctica,,ma11,ambiguous,marine,colonial,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,72,melosiroid,262
melosira_cf_octogona_ccmp483,,melosira,melosira,cf,octogona,ccmp483,benthos,marine,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,72,melosiroid,262
melosira_dubia_s0076,,melosira,melosira,dubia,,s0076,benthos,marine,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,72,melosiroid,262
melosira_moniliformis_rosod01,,melosira,melosira,moniliformis,,rosod01,benthos,marine,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,72,melosiroid,262
melosira_nummuloides_hk041,yes,melosira,melosira,nummuloides,,hk041,benthos,ambiguous,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,72,melosiroid,262
melosira_sp_hk404,,melosira,melosira,sp,,hk404,benthos,marine,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,72,melosiroid,262
melosira_varians_hk266,,melosira,melosira,varians,,hk266,ambiguous,freshwater,colonial,westerndiatoms.colorado.edu,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,72,melosiroid,262
meuniera_membranacea_hk313,yes,meuniera,meuniera,membranacea,,hk313,plankton,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1,naviculoid,1624
minidiscus_sp_ccl2009a,,minidiscus,minidiscus,sp,,ccl2009a,plankton,marine,solitary,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,9,thalassiosiroid,580
minidiscus_trioculatus_hk036,yes,minidiscus,minidiscus,trioculatus,,hk036,plankton,marine,solitary,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,9,thalassiosiroid,580
minutocellus_polymorphus_hk043,yes,minutocellus,minutocellus,polymorphus,,hk043,ambiguous,marine,ambiguous,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,0,cymatosiroid,32
nanofrustulum_cf_shiloi_hk056,yes,nanofrustulum,nanofrustulum,cf,shiloi,hk056,benthos,marine,colonial,Kooistra et al. 2008,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,2,staurosiroid,399
nanofrustulum_shiloi_p194,,nanofrustulum,nanofrustulum,shiloi,,p194,benthos,marine,colonial,Kooistra et al. 2008,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,2,staurosiroid,399
navicula_arenaria_75,,navicula,navicula,arenaria,,75,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_capitatoradiata_at212gel07,,navicula,navicula,capitatoradiata,,at212gel07,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_cari_at8204c,,navicula,navicula,cari,,at8204c,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_cf_duerrenbergiana_pet6_e3458,,navicula,navicula,cf,lundii,fk2015_tcc448,benthos,freshwater,solitary,westerndiatoms.colorado.edu,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_cf_lundii_fk2015_tcc448,,navicula,navicula,cf,duerrenbergiana,pet6_e3458,benthos,ambiguous,solitary,westerndiatoms.colorado.edu,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_cincta_tcc659,,navicula,navicula,cincta,,tcc659,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_cryptocephala_hk090,yes,navicula,navicula,cryptocephala,,hk090,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_cryptocephala_var_veneta_at108gel01,,navicula,navicula,cryptocephala,veneta,at108gel01,benthos,ambiguous,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_cryptotenella_at210gel05,,navicula,navicula,cryptotenella,,at210gel05,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_cryptotenelloides_tcc587,,navicula,navicula,cryptotenelloides,,tcc587,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_diserta_p750,,navicula,navicula,diserta,,p750,benthos,marine,?,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_glaciei,,navicula,navicula,glaciei,,ccmp2743,benthos,marine,?,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_glaciei_ccmp2743_a11141,,navicula,navicula,glaciei,,,benthos,marine,?,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_gregaria_at117gel05,,navicula,navicula,gregaria,,at117gel05,benthos,ambiguous,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_lanceolata,,navicula,navicula,lanceolata,,,benthos,ambiguous,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_perminuta_mbccc3,,navicula,navicula,perminuta,,mbccc3,benthos,ambiguous,solitary,Hamsher and Saunders 2014,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_phyllepta_ccy0201,,navicula,navicula,phyllepta,,ccy0201,benthos,ambiguous,?,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_pseudacceptata_mbccc8,,navicula,navicula,pseudacceptata,,mbccc8,benthos,?,?,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_radiosa_at114gel06,,navicula,navicula,radiosa,,at114gel06,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_ramosissima,,navicula,navicula,ramosissima,,,benthos,marine,colonial,Hamsher and Saunders 2014,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_reinhardtii_at12415,,navicula,navicula,reinhardtii,,at12415,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_rhynchocephala_var_hankensis_mbccc2,,navicula,navicula,rhynchocephala,hankensis,mbccc2,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_rhynchotella_d06083_b400040860,,navicula,navicula,rhynchotella,,d06083,benthos,freshwater,solitary,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_salinicola,,navicula,navicula,salinicola,,,benthos,ambiguous,solitary,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_sclesviscensis,,navicula,navicula,sclesviscensis,,,benthos,ambiguous,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_sp__can93644,,navicula,navicula,sp,,can93644,benthos,freshwater,solitary,Hamilton et al. 2015,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_sp_at14508_at14508,,navicula,navicula,sp,,at14508,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_sp_at201gel01_at201gel01,,navicula,navicula,sp,,at201gel01,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_sp_ccmp2566,,navicula,navicula,sp,,ccmp2566,benthos,marine,solitary,NCMA,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_sp_d08051_d08051_b400040699,,navicula,navicula,sp,,d08051,benthos,?,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_sp_ets_07_ets07,,navicula,navicula,sp,,ets07,benthos,?,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_sp_hk405,,navicula,navicula,sp,,hk405,benthos,marine,colonial,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_sp_nav30_nav30,,navicula,navicula,sp,,nav30,benthos,?,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_sp_tw1_tw1,,navicula,navicula,sp,,tw1,benthos,?,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_symmetrica_tcc604,,navicula,navicula,symmetrica,,tcc604,benthos,ambiguous,solitary,Witkowski et al. 2000; westerndiatoms.colorado.edu,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_tripunctata_at20201,,navicula,navicula,tripunctata,,at20201,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_vara,,navicula,navicula,vara,,,benthos,marine,solitary,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
navicula_viridula_var_rostellata_tcc502,,navicula,navicula,viridula,rostellata,tcc502,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1306,naviculoid,1624
neidium_affine_hk064,yes,neidium,neidium,affine,,hk064,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,174,neidioid,412
neidium_bisulcatum_hk076,,neidium,neidium,bisulcatum,,hk076,benthos,freshwater,solitary,Hamilton et al. 2015,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,174,neidioid,412
neidium_dilatatum_cana93279,,neidium,neidium,dilatatum,,cana93279,benthos,freshwater,solitary,Hamilton et al. 2015,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,174,neidioid,412
neidium_productum_hk063,,neidium,neidium,productum,,hk063,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,174,neidioid,412
neidium_sp__cana93372,,neidium,neidium,sp,,can93372,benthos,freshwater,solitary,Hamilton et al. 2015,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,174,neidioid,412
neidium_sp_nei428t_nei428t_e3646,,neidium,neidium,sp,,nei428t_e3646,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,174,neidioid,412
neidium_sp_neibaik482_neibaik482_e3903,,neidium,neidium,sp,,neibaik482_e3903,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,174,neidioid,412
neidium_tumescens_can100072,,neidium,neidium,tumescens,,can100072,benthos,freshwater,solitary,Hamilton et al. 2015,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,174,neidioid,412
neodelphineis_sp_hk421,yes,neodelphineis,neodelphineis,sp,,hk421,plankton,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,2,plagiogrammoid,104
neofragilaria_cf_nicobarica_hk375,yes,neofragilaria,neofragilaria,cf,nicobarica,hk375,benthos,marine,colonial,Li et al. 2015,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,3,plagiogrammoid,104
neofragilaria_nicobarica_s0371,,neofragilaria,neofragilaria,nicobarica,,s0371,benthos,marine,colonial,Li et al. 2015,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,3,plagiogrammoid,104
neofragilaria_stilus,,neofragilaria,neofragilaria,stilus,,,benthos,marine,colonial,Li et al. 2015,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,3,plagiogrammoid,104
nitzschia_acicularis_naci1,,nitzschia,nitzschia,acicularis,,naci1,ambiguous,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_acidoclinata_tcc537,,nitzschia,nitzschia,acidoclinata,,tcc537,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_amphibia_lbfd102_fdccl602,,nitzschia,nitzschia,amphibia,,lbfd102,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_bizertensis_bd2,,nitzschia,nitzschia,bizertensis,,bd2,benthos,marine,ambiguous,Smida et al. 2014,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_brevirostris,,nitzschia,nitzschia,brevirostris,,,benthos,ambiguous,?,Croxton et al. 2015,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_capitellata_capitellataspain,,nitzschia,nitzschia,capitellata,,capitellataspain,benthos,ambiguous,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_cf_fonticola_ba34_ba34,,nitzschia,nitzschia,cf,fonticola,ba34,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_cf_fonticola_d15023_d15023_b400040712,,nitzschia,nitzschia,cf,fonticola,d15023,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_cf_frustulum_tcc521,,nitzschia,nitzschia,cf,frustulum,tcc521,benthos,ambiguous,ambiguous,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_cf_incrustans,,nitzschia,nitzschia,cf,incrustans,,benthos,marine,?,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_cf_laevis,,nitzschia,nitzschia,cf,laevis,,benthos,marine,solitary,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_cf_promare_ccmp1116,,nitzschia,nitzschia,cf,promare,ccmp1116,benthos,marine,colonial,Medlin and Hasle 1990,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_cf_pusilla_npal5,,nitzschia,nitzschia,cf,pusilla,npal5,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_cf_semirobusta_d32012_d32012_b400040708,,nitzschia,nitzschia,cf,semirobusta,d32012,benthos,freshwater,solitary,westerndiatoms.colorado.edu,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_cf_supralitorea_nzsu2,,nitzschia,nitzschia,cf,supralitorea,nzsu2,benthos,freshwater,solitary,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_communis_t3nc11,,nitzschia,nitzschia,communis,,t3nc11,benthos,ambiguous,solitary,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_commutata_ant015_b01,,nitzschia,nitzschia,commutata,,ant05_b01,benthos,ambiguous,solitary,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_curvilineata,,nitzschia,nitzschia,curvilineata,,,benthos,?,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_draveillensis_lcrs373,,nitzschia,nitzschia,draveillensis,,lcrs373,ambiguous,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_dubiiformis_s0311,,nitzschia,nitzschia,dubiiformis,,s0311,benthos,marine,solitary,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_filiformis_hk073,yes,nitzschia,nitzschia,filiformis,,utexfd267,benthos,ambiguous,colonial,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_filiformis_utexfd267,,nitzschia,nitzschia,filiformis,,hk073,benthos,ambiguous,colonial,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_frigida_nf11,,nitzschia,nitzschia,frigida,,nf11,benthos,marine,colonial,Aumack and Juhl 2015,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_frustulum_ccmp558,,nitzschia,nitzschia,frustulum,,ccmp558,benthos,ambiguous,ambiguous,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_hantzschiana_tcc510,,nitzschia,nitzschia,hantzschiana,,tcc510,benthos,ambiguous,solitary,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_inconspicua_tcc487,,nitzschia,nitzschia,inconspicua,,tcc487,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_laevis_utex2047,,nitzschia,nitzschia,laevis,,utex2047,benthos,marine,solitary,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_linearis_nlin2,,nitzschia,nitzschia,linearis,,nlin2,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_longissima,,nitzschia,nitzschia,longissima,,,ambiguous,marine,solitary,Hasle & Syvertsen 1996,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_lorenziana_tcc516,,nitzschia,nitzschia,lorenziana,,tcc516,benthos,ambiguous,solitary,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_microcephala,,nitzschia,nitzschia,microcephala,,,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_palea_c20,,nitzschia,nitzschia,palea,,c20,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_palea_spaina3,,nitzschia,nitzschia,palea,,spaina3,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_pusilla_qb21,,nitzschia,nitzschia,pusilla,,qb21,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sigma_atpsd67,,nitzschia,nitzschia,sigma,,atpsd67,benthos,ambiguous,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sigma_fdccl1546,,nitzschia,nitzschia,sigma,,fdccl1546,benthos,ambiguous,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
